"Date","Price","Open","High","Low","Change %"
"Apr 27, 2017","3,886.000","3,886.000","3,886.000","3,886.000","0.21%"
"Apr 26, 2017","3,878.000","3,878.000","3,878.000","3,878.000","1.44%"
"Apr 25, 2017","3,823.000","3,823.000","3,823.000","3,823.000","0.24%"
"Apr 24, 2017","3,814.000","3,814.000","3,814.000","3,814.000","-0.65%"
"Apr 21, 2017","3,839.000","3,839.000","3,839.000","3,839.000","0.26%"
"Apr 20, 2017","3,829.000","3,829.000","3,829.000","3,829.000","0.58%"
"Apr 19, 2017","3,807.000","3,807.000","3,807.000","3,807.000","-0.70%"
"Apr 18, 2017","3,834.000","3,834.000","3,834.000","3,834.000","0.84%"
"Apr 17, 2017","3,802.000","3,802.000","3,802.000","3,802.000","-0.83%"
"Apr 14, 2017","3,834.000","3,834.000","3,834.000","3,834.000","0.31%"
"Apr 13, 2017","3,822.000","3,822.000","3,822.000","3,822.000","-0.80%"
"Apr 12, 2017","3,853.000","3,853.000","3,853.000","3,853.000","-1.26%"
"Apr 11, 2017","3,902.000","3,902.000","3,902.000","3,902.000","-0.41%"
"Apr 10, 2017","3,918.000","3,918.000","3,918.000","3,918.000","0.49%"
"Apr 07, 2017","3,899.000","3,899.000","3,899.000","3,899.000","0.36%"
"Apr 06, 2017","3,885.000","3,885.000","3,885.000","3,885.000","-0.08%"
"Apr 05, 2017","3,888.000","3,888.000","3,888.000","3,888.000","0.23%"
"Apr 04, 2017","3,879.000","3,879.000","3,879.000","3,879.000","-0.61%"
"Apr 03, 2017","3,903.000","3,903.000","3,903.000","3,903.000","-0.79%"
"Mar 31, 2017","3,934.000","3,934.000","3,934.000","3,934.000","0.92%"
"Mar 30, 2017","3,898.000","3,898.000","3,898.000","3,898.000","0.59%"
"Mar 29, 2017","3,875.000","3,875.000","3,875.000","3,875.000","0.52%"
"Mar 28, 2017","3,855.000","3,855.000","3,855.000","3,855.000","0.23%"
"Mar 27, 2017","3,846.000","3,846.000","3,846.000","3,846.000","-0.59%"
"Mar 24, 2017","3,869.000","3,869.000","3,869.000","3,869.000","0.10%"
"Mar 23, 2017","3,865.000","3,865.000","3,865.000","3,865.000","-0.51%"
"Mar 22, 2017","3,885.000","3,885.000","3,885.000","3,885.000","-2.09%"
"Mar 21, 2017","3,968.000","3,968.000","3,968.000","3,968.000","-1.15%"
"Mar 17, 2017","4,014.000","4,014.000","4,014.000","4,014.000","0.60%"
"Mar 16, 2017","3,990.000","3,990.000","3,990.000","3,990.000","-0.89%"
"Mar 15, 2017","4,026.000","4,026.000","4,026.000","4,026.000","-0.40%"
"Mar 14, 2017","4,042.000","4,042.000","4,042.000","4,042.000","-0.20%"
"Mar 13, 2017","4,050.000","4,050.000","4,050.000","4,050.000","-0.27%"
"Mar 10, 2017","4,061.000","4,061.000","4,061.000","4,061.000","0.17%"
"Mar 09, 2017","4,054.000","4,054.000","4,054.000","4,054.000","0.25%"
"Mar 08, 2017","4,044.000","4,044.000","4,044.000","4,044.000","-0.37%"
"Mar 07, 2017","4,059.000","4,059.000","4,059.000","4,059.000","-0.20%"
"Mar 06, 2017","4,067.000","4,067.000","4,067.000","4,067.000","-0.49%"
"Mar 03, 2017","4,087.000","4,087.000","4,087.000","4,087.000","0.10%"
"Mar 02, 2017","4,083.000","4,083.000","4,083.000","4,083.000","1.04%"
"Mar 01, 2017","4,041.000","4,041.000","4,041.000","4,041.000","0.55%"
"Feb 28, 2017","4,019.000","4,019.000","4,019.000","4,019.000","0.53%"
"Feb 27, 2017","3,998.000","3,998.000","3,998.000","3,998.000","-0.55%"
"Feb 24, 2017","4,020.000","4,020.000","4,020.000","4,020.000","-0.30%"
"Feb 23, 2017","4,032.000","4,032.000","4,032.000","4,032.000","-0.17%"
"Feb 22, 2017","4,039.000","4,039.000","4,039.000","4,039.000","-0.76%"
"Feb 21, 2017","4,070.000","4,070.000","4,070.000","4,070.000","0.49%"
"Feb 20, 2017","4,050.000","4,050.000","4,050.000","4,050.000","-0.54%"
"Feb 17, 2017","4,072.000","4,072.000","4,072.000","4,072.000","-0.59%"
"Feb 16, 2017","4,096.000","4,096.000","4,096.000","4,096.000","-0.22%"
"Feb 15, 2017","4,105.000","4,105.000","4,105.000","4,105.000","0.86%"
"Feb 14, 2017","4,070.000","4,070.000","4,070.000","4,070.000","-0.10%"
"Feb 13, 2017","4,074.000","4,074.000","4,074.000","4,074.000","0.27%"
"Feb 10, 2017","4,063.000","4,063.000","4,063.000","4,063.000","1.58%"
"Feb 09, 2017","4,000.000","4,000.000","4,000.000","4,000.000","-0.45%"
"Feb 08, 2017","4,018.000","4,018.000","4,018.000","4,018.000","0.60%"
"Feb 07, 2017","3,994.000","3,994.000","3,994.000","3,994.000","-0.50%"
"Feb 06, 2017","4,014.000","4,014.000","4,014.000","4,014.000","-0.30%"
"Feb 03, 2017","4,026.000","4,026.000","4,026.000","4,026.000","0.07%"
"Feb 02, 2017","4,023.000","4,023.000","4,023.000","4,023.000","0.12%"
"Feb 01, 2017","4,018.000","4,018.000","4,018.000","4,018.000","-0.62%"
"Jan 31, 2017","4,043.000","4,043.000","4,043.000","4,043.000","-0.88%"
"Jan 30, 2017","4,079.000","4,079.000","4,079.000","4,079.000","0.15%"
"Jan 27, 2017","4,073.000","4,073.000","4,073.000","4,073.000","1.39%"
"Jan 26, 2017","4,017.000","4,017.000","4,017.000","4,017.000","-0.25%"
"Jan 25, 2017","4,027.000","4,027.000","4,027.000","4,027.000","1.00%"
"Jan 24, 2017","3,987.000","3,987.000","3,987.000","3,987.000","-1.12%"
"Jan 23, 2017","4,032.000","4,032.000","4,032.000","4,032.000","-2.23%"
"Jan 20, 2017","4,124.000","4,124.000","4,124.000","4,124.000","0.07%"
"Jan 19, 2017","4,121.000","4,121.000","4,121.000","4,121.000","1.78%"
"Jan 18, 2017","4,049.000","4,049.000","4,049.000","4,049.000","-1.17%"
"Jan 17, 2017","4,097.000","4,097.000","4,097.000","4,097.000","-0.12%"
"Jan 16, 2017","4,102.000","4,102.000","4,102.000","4,102.000","-0.44%"
"Jan 13, 2017","4,120.000","4,120.000","4,120.000","4,120.000","-0.24%"
"Jan 12, 2017","4,130.000","4,130.000","4,130.000","4,130.000","-0.70%"
"Jan 11, 2017","4,159.000","4,159.000","4,159.000","4,159.000","0.17%"
"Jan 10, 2017","4,152.000","4,152.000","4,152.000","4,152.000","0.22%"
"Jan 06, 2017","4,143.000","4,143.000","4,143.000","4,143.000","-0.48%"
"Jan 05, 2017","4,163.000","4,163.000","4,163.000","4,163.000","-0.76%"
"Jan 04, 2017","4,195.000","4,195.000","4,195.000","4,195.000","1.55%"
"Dec 30, 2016","4,131.000","4,131.000","4,131.000","4,131.000","-0.55%"
"Dec 29, 2016","4,154.000","4,154.000","4,154.000","4,154.000","-0.43%"
"Dec 28, 2016","4,172.000","4,172.000","4,172.000","4,172.000","0.31%"
"Dec 27, 2016","4,159.000","4,159.000","4,159.000","4,159.000","0.39%"
"Dec 26, 2016","4,143.000","4,143.000","4,143.000","4,143.000","-0.43%"
"Dec 22, 2016","4,161.000","4,161.000","4,161.000","4,161.000","-1.23%"
"Dec 21, 2016","4,213.000","4,213.000","4,213.000","4,213.000","0.67%"
"Dec 20, 2016","4,185.000","4,185.000","4,185.000","4,185.000","-0.31%"
"Dec 19, 2016","4,198.000","4,198.000","4,198.000","4,198.000","-0.50%"
"Dec 16, 2016","4,219.000","4,219.000","4,219.000","4,219.000","0.09%"
"Dec 15, 2016","4,215.000","4,215.000","4,215.000","4,215.000","2.11%"
"Dec 14, 2016","4,128.000","4,128.000","4,128.000","4,128.000","0.27%"
