"Date","Price","Open","High","Low","Change %"
"Jul 05, 2016","8,856.000","8,856.000","8,856.000","8,856.000","0.69%"
"Jul 04, 2016","8,795.000","8,795.000","8,795.000","8,795.000","1.12%"
"Jul 01, 2016","8,698.000","8,698.000","8,698.000","8,698.000","0.09%"
"Jun 30, 2016","8,690.000","8,690.000","8,690.000","8,690.000","1.22%"
"Jun 29, 2016","8,585.000","8,585.000","8,585.000","8,585.000","-0.53%"
"Jun 28, 2016","8,631.000","8,631.000","8,631.000","8,631.000","-0.53%"
"Jun 27, 2016","8,677.000","8,677.000","8,677.000","8,677.000","2.14%"
"Jun 24, 2016","8,495.000","8,495.000","8,495.000","8,495.000","0.27%"
"Jun 23, 2016","8,472.000","8,472.000","8,472.000","8,472.000","-0.61%"
"Jun 22, 2016","8,524.000","8,524.000","8,524.000","8,524.000","-0.69%"
"Jun 21, 2016","8,583.000","8,583.000","8,583.000","8,583.000","-0.50%"
"Jun 20, 2016","8,626.000","8,626.000","8,626.000","8,626.000","-1.47%"
"Jun 17, 2016","8,755.000","8,755.000","8,755.000","8,755.000","0.24%"
"Jun 16, 2016","8,734.000","8,734.000","8,734.000","8,734.000","0.09%"
"Jun 15, 2016","8,726.000","8,726.000","8,726.000","8,726.000","0.32%"
"Jun 14, 2016","8,698.000","8,698.000","8,698.000","8,698.000","-0.33%"
"Jun 13, 2016","8,727.000","8,727.000","8,727.000","8,727.000","1.14%"
"Jun 10, 2016","8,629.000","8,629.000","8,629.000","8,629.000","-0.29%"
"Jun 09, 2016","8,654.000","8,654.000","8,654.000","8,654.000","1.02%"
"Jun 08, 2016","8,567.000","8,567.000","8,567.000","8,567.000","0.32%"
"Jun 07, 2016","8,540.000","8,540.000","8,540.000","8,540.000","-1.40%"
"Jun 06, 2016","8,661.000","8,661.000","8,661.000","8,661.000","2.03%"
"Jun 03, 2016","8,489.000","8,489.000","8,489.000","8,489.000","-0.46%"
"Jun 02, 2016","8,528.000","8,528.000","8,528.000","8,528.000","-0.98%"
"Jun 01, 2016","8,612.000","8,612.000","8,612.000","8,612.000","0.67%"
"May 31, 2016","8,555.000","8,555.000","8,555.000","8,555.000","-0.04%"
"May 30, 2016","8,558.000","8,558.000","8,558.000","8,558.000","-0.79%"
"May 27, 2016","8,626.000","8,626.000","8,626.000","8,626.000","0.08%"
"May 26, 2016","8,619.000","8,619.000","8,619.000","8,619.000","-0.75%"
"May 25, 2016","8,684.000","8,684.000","8,684.000","8,684.000","-0.47%"
"May 24, 2016","8,725.000","8,725.000","8,725.000","8,725.000","-1.27%"
"May 23, 2016","8,837.000","8,837.000","8,837.000","8,837.000","0.96%"
"May 20, 2016","8,753.000","8,753.000","8,753.000","8,753.000","-1.64%"
"May 19, 2016","8,899.000","8,899.000","8,899.000","8,899.000","-0.44%"
"May 18, 2016","8,938.000","8,938.000","8,938.000","8,938.000","1.41%"
"May 17, 2016","8,814.000","8,814.000","8,814.000","8,814.000","0.00%"
"May 16, 2016","8,814.000","8,814.000","8,814.000","8,814.000","-1.12%"
"May 13, 2016","8,914.000","8,914.000","8,914.000","8,914.000","0.44%"
"May 12, 2016","8,875.000","8,875.000","8,875.000","8,875.000","0.71%"
"May 11, 2016","8,812.000","8,812.000","8,812.000","8,812.000","0.74%"
"May 10, 2016","8,747.000","8,747.000","8,747.000","8,747.000","-0.85%"
"May 09, 2016","8,822.000","8,822.000","8,822.000","8,822.000","0.68%"
"May 06, 2016","8,762.000","8,762.000","8,762.000","8,762.000","-0.59%"
"May 02, 2016","8,814.000","8,814.000","8,814.000","8,814.000","-0.73%"
"Apr 28, 2016","8,879.000","8,879.000","8,879.000","8,879.000","0.78%"
"Apr 27, 2016","8,810.000","8,810.000","8,810.000","8,810.000","0.05%"
"Apr 26, 2016","8,806.000","8,806.000","8,806.000","8,806.000","0.06%"
"Apr 25, 2016","8,801.000","8,801.000","8,801.000","8,801.000","0.18%"
"Apr 22, 2016","8,785.000","8,785.000","8,785.000","8,785.000","0.42%"
"Apr 21, 2016","8,748.000","8,748.000","8,748.000","8,748.000","-0.57%"
"Apr 20, 2016","8,798.000","8,798.000","8,798.000","8,798.000","2.34%"
"Apr 19, 2016","8,597.000","8,597.000","8,597.000","8,597.000","0.13%"
"Apr 18, 2016","8,586.000","8,586.000","8,586.000","8,586.000","-0.59%"
"Apr 15, 2016","8,637.000","8,637.000","8,637.000","8,637.000","-1.10%"
"Apr 14, 2016","8,733.000","8,733.000","8,733.000","8,733.000","0.08%"
"Apr 13, 2016","8,726.000","8,726.000","8,726.000","8,726.000","0.18%"
"Apr 12, 2016","8,710.000","8,710.000","8,710.000","8,710.000","0.54%"
"Apr 11, 2016","8,663.000","8,663.000","8,663.000","8,663.000","0.34%"
"Apr 08, 2016","8,634.000","8,634.000","8,634.000","8,634.000","-0.37%"
"Apr 07, 2016","8,666.000","8,666.000","8,666.000","8,666.000","-0.74%"
"Apr 06, 2016","8,731.000","8,731.000","8,731.000","8,731.000","-0.14%"
"Apr 05, 2016","8,743.000","8,743.000","8,743.000","8,743.000","0.10%"
"Apr 04, 2016","8,734.000","8,734.000","8,734.000","8,734.000","-2.00%"
"Apr 01, 2016","8,912.000","8,912.000","8,912.000","8,912.000","0.36%"
"Mar 31, 2016","8,880.000","8,880.000","8,880.000","8,880.000","-0.41%"
"Mar 30, 2016","8,917.000","8,917.000","8,917.000","8,917.000","1.09%"
"Mar 29, 2016","8,821.000","8,821.000","8,821.000","8,821.000","0.00%"
"Mar 28, 2016","8,821.000","8,821.000","8,821.000","8,821.000","-0.01%"
"Mar 25, 2016","8,822.000","8,822.000","8,822.000","8,822.000","0.41%"
"Mar 24, 2016","8,786.000","8,786.000","8,786.000","8,786.000","-1.88%"
"Mar 23, 2016","8,954.000","8,954.000","8,954.000","8,954.000","0.73%"
"Mar 22, 2016","8,889.000","8,889.000","8,889.000","8,889.000","-1.42%"
"Mar 18, 2016","9,017.000","9,017.000","9,017.000","9,017.000","1.12%"
"Mar 17, 2016","8,917.000","8,917.000","8,917.000","8,917.000","-0.04%"
"Mar 16, 2016","8,921.000","8,921.000","8,921.000","8,921.000","-1.05%"
"Mar 15, 2016","9,016.000","9,016.000","9,016.000","9,016.000","-1.69%"
"Mar 14, 2016","9,171.000","9,171.000","9,171.000","9,171.000","0.09%"
"Mar 11, 2016","9,163.000","9,163.000","9,163.000","9,163.000","2.17%"
"Mar 10, 2016","8,968.000","8,968.000","8,968.000","8,968.000","-1.91%"
"Mar 09, 2016","9,143.000","9,143.000","9,143.000","9,143.000","-0.50%"
"Mar 08, 2016","9,189.000","9,189.000","9,189.000","9,189.000","-0.84%"
"Mar 07, 2016","9,267.000","9,267.000","9,267.000","9,267.000","1.73%"
"Mar 04, 2016","9,109.000","9,109.000","9,109.000","9,109.000","0.69%"
"Mar 03, 2016","9,047.000","9,047.000","9,047.000","9,047.000","1.07%"
"Mar 02, 2016","8,951.000","8,951.000","8,951.000","8,951.000","0.30%"
"Mar 01, 2016","8,924.000","8,924.000","8,924.000","8,924.000","0.33%"
"Feb 29, 2016","8,895.000","8,895.000","8,895.000","8,895.000","0.12%"
"Feb 26, 2016","8,884.000","8,884.000","8,884.000","8,884.000","-0.90%"
"Feb 25, 2016","8,965.000","8,965.000","8,965.000","8,965.000","1.97%"
"Feb 24, 2016","8,792.000","8,792.000","8,792.000","8,792.000","-0.17%"
"Feb 23, 2016","8,807.000","8,807.000","8,807.000","8,807.000","-1.22%"
"Feb 22, 2016","8,916.000","8,916.000","8,916.000","8,916.000","0.94%"
"Feb 19, 2016","8,833.000","8,833.000","8,833.000","8,833.000","-0.36%"
"Feb 18, 2016","8,865.000","8,865.000","8,865.000","8,865.000","0.57%"
"Feb 17, 2016","8,815.000","8,815.000","8,815.000","8,815.000","-0.07%"
"Feb 16, 2016","8,821.000","8,821.000","8,821.000","8,821.000","-1.40%"
"Feb 15, 2016","8,946.000","8,946.000","8,946.000","8,946.000","0.48%"
"Feb 12, 2016","8,903.000","8,903.000","8,903.000","8,903.000","0.87%"
"Feb 10, 2016","8,826.000","8,826.000","8,826.000","8,826.000","-1.00%"
"Feb 09, 2016","8,915.000","8,915.000","8,915.000","8,915.000","3.05%"
"Feb 08, 2016","8,651.000","8,651.000","8,651.000","8,651.000","-0.97%"
"Feb 05, 2016","8,736.000","8,736.000","8,736.000","8,736.000","0.71%"
"Feb 04, 2016","8,674.000","8,674.000","8,674.000","8,674.000","-0.99%"
