"Date","Price","Open","High","Low","Change %"
"Apr 19, 2017","216.00","216.00","216.00","216.00","-0.16%"
"Apr 18, 2017","216.34","216.34","216.34","216.34","-0.29%"
"Apr 17, 2017","216.97","216.97","216.97","216.97","0.86%"
"Apr 13, 2017","215.12","215.12","215.12","215.12","-0.68%"
"Apr 12, 2017","216.59","216.59","216.59","216.59","-0.37%"
"Apr 11, 2017","217.40","217.40","217.40","217.40","-0.13%"
"Apr 10, 2017","217.69","217.69","217.69","217.69","0.08%"
"Apr 07, 2017","217.52","217.52","217.52","217.52","-0.09%"
"Apr 06, 2017","217.71","217.71","217.71","217.71","0.23%"
"Apr 05, 2017","217.22","217.22","217.22","217.22","-0.30%"
"Apr 04, 2017","217.87","217.87","217.87","217.87","0.07%"
"Apr 03, 2017","217.71","217.71","217.71","217.71","-0.16%"
"Mar 31, 2017","218.06","218.06","218.06","218.06","-0.22%"
"Mar 30, 2017","218.55","218.55","218.55","218.55","0.30%"
"Mar 29, 2017","217.90","217.90","217.90","217.90","0.13%"
"Mar 28, 2017","217.62","217.62","217.62","217.62","0.72%"
"Mar 27, 2017","216.06","216.06","216.06","216.06","-0.10%"
"Mar 24, 2017","216.28","216.28","216.28","216.28","-0.08%"
"Mar 23, 2017","216.46","216.46","216.46","216.46","-0.11%"
"Mar 22, 2017","216.69","216.69","216.69","216.69","0.19%"
"Mar 21, 2017","216.27","216.27","216.27","216.27","-1.69%"
"Mar 20, 2017","219.99","219.99","219.99","219.99","-0.20%"
"Mar 17, 2017","220.42","220.42","220.42","220.42","-0.13%"
"Mar 16, 2017","220.71","220.71","220.71","220.71","-0.16%"
"Mar 15, 2017","221.06","221.06","221.06","221.06","0.84%"
"Mar 14, 2017","219.22","219.22","219.22","219.22","-0.34%"
"Mar 13, 2017","219.96","219.96","219.96","219.96","0.07%"
"Mar 10, 2017","219.80","219.80","219.80","219.80","0.32%"
"Mar 09, 2017","219.09","219.09","219.09","219.09","0.08%"
"Mar 08, 2017","218.91","218.91","218.91","218.91","-0.20%"
"Mar 07, 2017","219.35","219.35","219.35","219.35","-0.29%"
"Mar 06, 2017","219.98","219.98","219.98","219.98","-0.32%"
"Mar 03, 2017","220.69","220.69","220.69","220.69","0.05%"
"Mar 02, 2017","220.58","220.58","220.58","220.58","-0.58%"
"Mar 01, 2017","221.86","221.86","221.86","221.86","1.38%"
"Feb 28, 2017","218.83","218.83","218.83","218.83","-0.26%"
"Feb 27, 2017","219.39","219.39","219.39","219.39","0.12%"
"Feb 24, 2017","219.13","219.13","219.13","219.13","0.17%"
"Feb 23, 2017","218.75","218.75","218.75","218.75","0.05%"
"Feb 22, 2017","218.64","218.64","218.64","218.64","-0.10%"
"Feb 21, 2017","218.85","218.85","218.85","218.85","0.60%"
"Feb 17, 2017","217.54","217.54","217.54","217.54","0.17%"
"Feb 16, 2017","217.17","217.17","217.17","217.17","-0.08%"
"Feb 15, 2017","217.34","217.34","217.34","217.34","0.51%"
"Feb 14, 2017","216.23","216.23","216.23","216.23","0.43%"
"Feb 13, 2017","215.30","215.30","215.30","215.30","0.55%"
"Feb 10, 2017","214.12","214.12","214.12","214.12","0.36%"
"Feb 09, 2017","213.35","213.35","213.35","213.35","0.59%"
"Feb 08, 2017","212.09","212.09","212.09","212.09","0.10%"
"Feb 07, 2017","211.88","211.88","211.88","211.88","0.03%"
"Feb 06, 2017","211.82","211.82","211.82","211.82","-0.21%"
"Feb 03, 2017","212.27","212.27","212.27","212.27","0.74%"
"Feb 02, 2017","210.72","210.72","210.72","210.72","0.06%"
"Feb 01, 2017","210.59","210.59","210.59","210.59","0.05%"
"Jan 31, 2017","210.48","210.48","210.48","210.48","-0.09%"
"Jan 30, 2017","210.66","210.66","210.66","210.66","-0.60%"
"Jan 27, 2017","211.93","211.93","211.93","211.93","-0.08%"
"Jan 26, 2017","212.10","212.10","212.10","212.10","-0.07%"
"Jan 25, 2017","212.25","212.25","212.25","212.25","0.80%"
"Jan 24, 2017","210.56","210.56","210.56","210.56","0.65%"
"Jan 23, 2017","209.19","209.19","209.19","209.19","-0.27%"
"Jan 20, 2017","209.75","209.75","209.75","209.75","0.34%"
"Jan 19, 2017","209.04","209.04","209.04","209.04","-0.36%"
"Jan 18, 2017","209.79","209.79","209.79","209.79","0.19%"
"Jan 17, 2017","209.39","209.39","209.39","209.39","-0.30%"
"Jan 13, 2017","210.01","210.01","210.01","210.01","0.18%"
"Jan 12, 2017","209.63","209.63","209.63","209.63","-0.21%"
"Jan 11, 2017","210.07","210.07","210.07","210.07","0.29%"
"Jan 10, 2017","209.46","209.46","209.46","209.46","0.00%"
"Jan 09, 2017","209.46","209.46","209.46","209.46","-0.36%"
"Jan 06, 2017","210.21","210.21","210.21","210.21","0.38%"
"Jan 05, 2017","209.41","209.41","209.41","209.41","-0.07%"
"Jan 04, 2017","209.56","209.56","209.56","209.56","0.59%"
"Jan 03, 2017","208.33","208.33","208.33","208.33","0.85%"
"Dec 30, 2016","206.57","206.57","206.57","206.57","-0.46%"
"Dec 29, 2016","207.52","207.52","207.52","207.52","-0.02%"
"Dec 28, 2016","207.57","207.57","207.57","207.57","-0.82%"
"Dec 27, 2016","209.28","209.28","209.28","209.28","0.23%"
"Dec 23, 2016","208.81","208.81","208.81","208.81","0.13%"
"Dec 22, 2016","208.53","208.53","208.53","208.53","-0.17%"
"Dec 21, 2016","208.89","208.89","208.89","208.89","-0.86%"
"Dec 20, 2016","210.71","210.71","210.71","210.71","0.38%"
"Dec 19, 2016","209.92","209.92","209.92","209.92","0.20%"
"Dec 16, 2016","209.50","209.50","209.50","209.50","-0.17%"
"Dec 15, 2016","209.86","209.86","209.86","209.86","0.39%"
"Dec 14, 2016","209.04","209.04","209.04","209.04","-0.81%"
"Dec 13, 2016","210.74","210.74","210.74","210.74","0.67%"
"Dec 12, 2016","209.33","209.33","209.33","209.33","-0.11%"
"Dec 09, 2016","209.56","209.56","209.56","209.56","0.60%"
"Dec 08, 2016","208.32","208.32","208.32","208.32","0.23%"
"Dec 07, 2016","207.85","207.85","207.85","207.85","1.34%"
"Dec 06, 2016","205.11","205.11","205.11","205.11","0.34%"
"Dec 05, 2016","204.41","204.41","204.41","204.41","0.59%"
"Dec 02, 2016","203.21","203.21","203.21","203.21","0.04%"
"Dec 01, 2016","203.13","203.13","203.13","203.13","-0.34%"
"Nov 30, 2016","203.83","203.83","203.83","203.83","-0.24%"
"Nov 29, 2016","204.33","204.33","204.33","204.33","0.16%"
"Nov 28, 2016","204.01","204.01","204.01","204.01","-0.51%"
"Nov 25, 2016","205.06","205.06","205.06","205.06","0.39%"
"Nov 23, 2016","204.26","204.26","204.26","204.26","0.08%"
"Nov 22, 2016","204.09","204.09","204.09","204.09","0.22%"
"Nov 21, 2016","203.64","203.64","203.64","203.64","0.75%"
"Nov 18, 2016","202.13","202.13","202.13","202.13","-0.22%"
"Nov 17, 2016","202.58","202.58","202.58","202.58","0.48%"
"Nov 16, 2016","201.62","201.62","201.62","201.62","-0.13%"
"Nov 15, 2016","201.89","201.89","201.89","201.89","0.77%"
"Nov 14, 2016","200.34","200.34","200.34","200.34","0.00%"
"Nov 11, 2016","200.34","200.34","200.34","200.34","-0.14%"
"Nov 10, 2016","200.62","200.62","200.62","200.62","0.20%"
"Nov 09, 2016","200.21","200.21","200.21","200.21","1.12%"
"Nov 08, 2016","198.00","198.00","198.00","198.00","0.43%"
"Nov 07, 2016","197.16","197.16","197.16","197.16","2.22%"
"Nov 04, 2016","192.87","192.87","192.87","192.87","-0.16%"
"Nov 03, 2016","193.18","193.18","193.18","193.18","-0.41%"
"Nov 02, 2016","193.97","193.97","193.97","193.97","-0.64%"
"Nov 01, 2016","195.22","195.22","195.22","195.22","-0.68%"
"Oct 31, 2016","196.55","196.55","196.55","196.55","-0.02%"
"Oct 28, 2016","196.58","196.58","196.58","196.58","-0.30%"
"Oct 27, 2016","197.18","197.18","197.18","197.18","-0.29%"
"Oct 26, 2016","197.76","197.76","197.76","197.76","-0.17%"
"Oct 25, 2016","198.10","198.10","198.10","198.10","-0.38%"
"Oct 24, 2016","198.85","198.85","198.85","198.85","0.47%"
"Oct 21, 2016","197.91","197.91","197.91","197.91","-0.01%"
"Oct 20, 2016","197.93","197.93","197.93","197.93","-0.13%"
"Oct 19, 2016","198.19","198.19","198.19","198.19","0.23%"
"Oct 18, 2016","197.73","197.73","197.73","197.73","0.62%"
"Oct 17, 2016","196.52","196.52","196.52","196.52","-0.30%"
"Oct 14, 2016","197.11","197.11","197.11","197.11","0.02%"
"Oct 13, 2016","197.07","197.07","197.07","197.07","-0.31%"
"Oct 12, 2016","197.68","197.68","197.68","197.68","0.12%"
"Oct 11, 2016","197.44","197.44","197.44","197.44","-1.24%"
"Oct 10, 2016","199.92","199.92","199.92","199.92","0.46%"
"Oct 07, 2016","199.00","199.00","199.00","199.00","-0.33%"
"Oct 06, 2016","199.65","199.65","199.65","199.65","0.06%"
"Oct 05, 2016","199.54","199.54","199.54","199.54","0.47%"
"Oct 04, 2016","198.61","198.61","198.61","198.61","-0.49%"
"Oct 03, 2016","199.58","199.58","199.58","199.58","-0.31%"
"Sep 30, 2016","200.21","200.21","200.21","200.21","0.80%"
"Sep 29, 2016","198.63","198.63","198.63","198.63","-0.93%"
"Sep 28, 2016","200.49","200.49","200.49","200.49","0.55%"
