ID,diagOnly,meta,metaRate,penalty,initAlpha,initD,wGen,initLambda,finalLambda,tauLambda
6514,1,0,0.1,0.0001,0.001,0.0001,0.0001,0.0001,0.9999,0.1
6515,0,1,0.1,0.0001,0.001,0.0001,0.0001,0.0001,0.9999,0.1
6516,1,1,0.1,0.0001,0.001,0.0001,0.0001,0.0001,0.9999,0.1
6517,0,0,0.001,0.001,0.001,0.0001,0.0001,0.0001,0.9999,0.1
6518,1,0,0.001,0.001,0.001,0.0001,0.0001,0.0001,0.9999,0.1
6519,0,1,0.001,0.001,0.001,0.0001,0.0001,0.0001,0.9999,0.1
6520,1,1,0.001,0.001,0.001,0.0001,0.0001,0.0001,0.9999,0.1
6521,0,0,0.01,0.001,0.001,0.0001,0.0001,0.0001,0.9999,0.1
6522,1,0,0.01,0.001,0.001,0.0001,0.0001,0.0001,0.9999,0.1
6523,0,1,0.01,0.001,0.001,0.0001,0.0001,0.0001,0.9999,0.1
6524,1,1,0.01,0.001,0.001,0.0001,0.0001,0.0001,0.9999,0.1
6525,0,0,0.1,0.001,0.001,0.0001,0.0001,0.0001,0.9999,0.1
6526,1,0,0.1,0.001,0.001,0.0001,0.0001,0.0001,0.9999,0.1
6527,0,1,0.1,0.001,0.001,0.0001,0.0001,0.0001,0.9999,0.1
6528,1,1,0.1,0.001,0.001,0.0001,0.0001,0.0001,0.9999,0.1
6529,0,0,0.001,0.0001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6530,1,0,0.001,0.0001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6531,0,1,0.001,0.0001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6532,1,1,0.001,0.0001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6533,0,0,0.01,0.0001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6534,1,0,0.01,0.0001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6535,0,1,0.01,0.0001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6536,1,1,0.01,0.0001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6537,0,0,0.1,0.0001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6538,1,0,0.1,0.0001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6539,0,1,0.1,0.0001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6540,1,1,0.1,0.0001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6541,0,0,0.001,0.001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6542,1,0,0.001,0.001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6543,0,1,0.001,0.001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6544,1,1,0.001,0.001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6545,0,0,0.01,0.001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6546,1,0,0.01,0.001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6547,0,1,0.01,0.001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6548,1,1,0.01,0.001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6549,0,0,0.1,0.001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6550,1,0,0.1,0.001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6551,0,1,0.1,0.001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6552,1,1,0.1,0.001,0.01,0.0001,0.0001,0.0001,0.9999,0.1
6553,0,0,0.001,0.0001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6554,1,0,0.001,0.0001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6555,0,1,0.001,0.0001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6556,1,1,0.001,0.0001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6557,0,0,0.01,0.0001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6558,1,0,0.01,0.0001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6559,0,1,0.01,0.0001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6560,1,1,0.01,0.0001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6561,0,0,0.1,0.0001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6562,1,0,0.1,0.0001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6563,0,1,0.1,0.0001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6564,1,1,0.1,0.0001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6565,0,0,0.001,0.001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6566,1,0,0.001,0.001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6567,0,1,0.001,0.001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6568,1,1,0.001,0.001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6569,0,0,0.01,0.001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6570,1,0,0.01,0.001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6571,0,1,0.01,0.001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6572,1,1,0.01,0.001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6573,0,0,0.1,0.001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6574,1,0,0.1,0.001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6575,0,1,0.1,0.001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6576,1,1,0.1,0.001,0.0001,0.001,0.0001,0.0001,0.9999,0.1
6577,0,0,0.001,0.0001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6578,1,0,0.001,0.0001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6579,0,1,0.001,0.0001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6580,1,1,0.001,0.0001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6581,0,0,0.01,0.0001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6582,1,0,0.01,0.0001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6583,0,1,0.01,0.0001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6584,1,1,0.01,0.0001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6585,0,0,0.1,0.0001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6586,1,0,0.1,0.0001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6587,0,1,0.1,0.0001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6588,1,1,0.1,0.0001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6589,0,0,0.001,0.001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6590,1,0,0.001,0.001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6591,0,1,0.001,0.001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6592,1,1,0.001,0.001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6593,0,0,0.01,0.001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6594,1,0,0.01,0.001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6595,0,1,0.01,0.001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6596,1,1,0.01,0.001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6597,0,0,0.1,0.001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6598,1,0,0.1,0.001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6599,0,1,0.1,0.001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6600,1,1,0.1,0.001,0.001,0.001,0.0001,0.0001,0.9999,0.1
6601,0,0,0.001,0.0001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6602,1,0,0.001,0.0001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6603,0,1,0.001,0.0001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6604,1,1,0.001,0.0001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6605,0,0,0.01,0.0001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6606,1,0,0.01,0.0001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6607,0,1,0.01,0.0001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6608,1,1,0.01,0.0001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6609,0,0,0.1,0.0001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6610,1,0,0.1,0.0001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6611,0,1,0.1,0.0001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6612,1,1,0.1,0.0001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6613,0,0,0.001,0.001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6614,1,0,0.001,0.001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6615,0,1,0.001,0.001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6616,1,1,0.001,0.001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6617,0,0,0.01,0.001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6618,1,0,0.01,0.001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6619,0,1,0.01,0.001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6620,1,1,0.01,0.001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6621,0,0,0.1,0.001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6622,1,0,0.1,0.001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6623,0,1,0.1,0.001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6624,1,1,0.1,0.001,0.01,0.001,0.0001,0.0001,0.9999,0.1
6625,0,0,0.001,0.0001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6626,1,0,0.001,0.0001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6627,0,1,0.001,0.0001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6628,1,1,0.001,0.0001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6629,0,0,0.01,0.0001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6630,1,0,0.01,0.0001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6631,0,1,0.01,0.0001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6632,1,1,0.01,0.0001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6633,0,0,0.1,0.0001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6634,1,0,0.1,0.0001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6635,0,1,0.1,0.0001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6636,1,1,0.1,0.0001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6637,0,0,0.001,0.001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6638,1,0,0.001,0.001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6639,0,1,0.001,0.001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6640,1,1,0.001,0.001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6641,0,0,0.01,0.001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6642,1,0,0.01,0.001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6643,0,1,0.01,0.001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6644,1,1,0.01,0.001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6645,0,0,0.1,0.001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6646,1,0,0.1,0.001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6647,0,1,0.1,0.001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6648,1,1,0.1,0.001,0.0001,0.01,0.0001,0.0001,0.9999,0.1
6649,0,0,0.001,0.0001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6650,1,0,0.001,0.0001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6651,0,1,0.001,0.0001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6652,1,1,0.001,0.0001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6653,0,0,0.01,0.0001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6654,1,0,0.01,0.0001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6655,0,1,0.01,0.0001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6656,1,1,0.01,0.0001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6657,0,0,0.1,0.0001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6658,1,0,0.1,0.0001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6659,0,1,0.1,0.0001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6660,1,1,0.1,0.0001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6661,0,0,0.001,0.001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6662,1,0,0.001,0.001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6663,0,1,0.001,0.001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6664,1,1,0.001,0.001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6665,0,0,0.01,0.001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6666,1,0,0.01,0.001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6667,0,1,0.01,0.001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6668,1,1,0.01,0.001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6669,0,0,0.1,0.001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6670,1,0,0.1,0.001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6671,0,1,0.1,0.001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6672,1,1,0.1,0.001,0.001,0.01,0.0001,0.0001,0.9999,0.1
6673,0,0,0.001,0.0001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6674,1,0,0.001,0.0001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6675,0,1,0.001,0.0001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6676,1,1,0.001,0.0001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6677,0,0,0.01,0.0001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6678,1,0,0.01,0.0001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6679,0,1,0.01,0.0001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6680,1,1,0.01,0.0001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6681,0,0,0.1,0.0001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6682,1,0,0.1,0.0001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6683,0,1,0.1,0.0001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6684,1,1,0.1,0.0001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6685,0,0,0.001,0.001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6686,1,0,0.001,0.001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6687,0,1,0.001,0.001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6688,1,1,0.001,0.001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6689,0,0,0.01,0.001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6690,1,0,0.01,0.001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6691,0,1,0.01,0.001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6692,1,1,0.01,0.001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6693,0,0,0.1,0.001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6694,1,0,0.1,0.001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6695,0,1,0.1,0.001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6696,1,1,0.1,0.001,0.01,0.01,0.0001,0.0001,0.9999,0.1
6697,0,0,0.001,0.0001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6698,1,0,0.001,0.0001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6699,0,1,0.001,0.0001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6700,1,1,0.001,0.0001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6701,0,0,0.01,0.0001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6702,1,0,0.01,0.0001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6703,0,1,0.01,0.0001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6704,1,1,0.01,0.0001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6705,0,0,0.1,0.0001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6706,1,0,0.1,0.0001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6707,0,1,0.1,0.0001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6708,1,1,0.1,0.0001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6709,0,0,0.001,0.001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6710,1,0,0.001,0.001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6711,0,1,0.001,0.001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6712,1,1,0.001,0.001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6713,0,0,0.01,0.001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6714,1,0,0.01,0.001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6715,0,1,0.01,0.001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6716,1,1,0.01,0.001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6717,0,0,0.1,0.001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6718,1,0,0.1,0.001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6719,0,1,0.1,0.001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6720,1,1,0.1,0.001,0.0001,0.0001,0.00015,0.0001,0.9999,0.1
6721,0,0,0.001,0.0001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6722,1,0,0.001,0.0001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6723,0,1,0.001,0.0001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6724,1,1,0.001,0.0001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6725,0,0,0.01,0.0001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6726,1,0,0.01,0.0001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6727,0,1,0.01,0.0001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6728,1,1,0.01,0.0001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6729,0,0,0.1,0.0001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6730,1,0,0.1,0.0001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6731,0,1,0.1,0.0001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6732,1,1,0.1,0.0001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6733,0,0,0.001,0.001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6734,1,0,0.001,0.001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6735,0,1,0.001,0.001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6736,1,1,0.001,0.001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6737,0,0,0.01,0.001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6738,1,0,0.01,0.001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6739,0,1,0.01,0.001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6740,1,1,0.01,0.001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6741,0,0,0.1,0.001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6742,1,0,0.1,0.001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6743,0,1,0.1,0.001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6744,1,1,0.1,0.001,0.001,0.0001,0.00015,0.0001,0.9999,0.1
6745,0,0,0.001,0.0001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6746,1,0,0.001,0.0001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6747,0,1,0.001,0.0001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6748,1,1,0.001,0.0001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6749,0,0,0.01,0.0001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6750,1,0,0.01,0.0001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6751,0,1,0.01,0.0001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6752,1,1,0.01,0.0001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6753,0,0,0.1,0.0001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6754,1,0,0.1,0.0001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6755,0,1,0.1,0.0001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6756,1,1,0.1,0.0001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6757,0,0,0.001,0.001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6758,1,0,0.001,0.001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6759,0,1,0.001,0.001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6760,1,1,0.001,0.001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6761,0,0,0.01,0.001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6762,1,0,0.01,0.001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6763,0,1,0.01,0.001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6764,1,1,0.01,0.001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6765,0,0,0.1,0.001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6766,1,0,0.1,0.001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6767,0,1,0.1,0.001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6768,1,1,0.1,0.001,0.01,0.0001,0.00015,0.0001,0.9999,0.1
6769,0,0,0.001,0.0001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6770,1,0,0.001,0.0001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6771,0,1,0.001,0.0001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6772,1,1,0.001,0.0001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6773,0,0,0.01,0.0001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6774,1,0,0.01,0.0001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6775,0,1,0.01,0.0001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6776,1,1,0.01,0.0001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6777,0,0,0.1,0.0001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6778,1,0,0.1,0.0001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6779,0,1,0.1,0.0001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6780,1,1,0.1,0.0001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6781,0,0,0.001,0.001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6782,1,0,0.001,0.001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6783,0,1,0.001,0.001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6784,1,1,0.001,0.001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6785,0,0,0.01,0.001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6786,1,0,0.01,0.001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6787,0,1,0.01,0.001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6788,1,1,0.01,0.001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6789,0,0,0.1,0.001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6790,1,0,0.1,0.001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6791,0,1,0.1,0.001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6792,1,1,0.1,0.001,0.0001,0.001,0.00015,0.0001,0.9999,0.1
6793,0,0,0.001,0.0001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6794,1,0,0.001,0.0001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6795,0,1,0.001,0.0001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6796,1,1,0.001,0.0001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6797,0,0,0.01,0.0001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6798,1,0,0.01,0.0001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6799,0,1,0.01,0.0001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6800,1,1,0.01,0.0001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6801,0,0,0.1,0.0001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6802,1,0,0.1,0.0001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6803,0,1,0.1,0.0001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6804,1,1,0.1,0.0001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6805,0,0,0.001,0.001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6806,1,0,0.001,0.001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6807,0,1,0.001,0.001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6808,1,1,0.001,0.001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6809,0,0,0.01,0.001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6810,1,0,0.01,0.001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6811,0,1,0.01,0.001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6812,1,1,0.01,0.001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6813,0,0,0.1,0.001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6814,1,0,0.1,0.001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6815,0,1,0.1,0.001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6816,1,1,0.1,0.001,0.001,0.001,0.00015,0.0001,0.9999,0.1
6817,0,0,0.001,0.0001,0.01,0.001,0.00015,0.0001,0.9999,0.1
6818,1,0,0.001,0.0001,0.01,0.001,0.00015,0.0001,0.9999,0.1
6819,0,1,0.001,0.0001,0.01,0.001,0.00015,0.0001,0.9999,0.1
6820,1,1,0.001,0.0001,0.01,0.001,0.00015,0.0001,0.9999,0.1
6821,0,0,0.01,0.0001,0.01,0.001,0.00015,0.0001,0.9999,0.1
6822,1,0,0.01,0.0001,0.01,0.001,0.00015,0.0001,0.9999,0.1
6823,0,1,0.01,0.0001,0.01,0.001,0.00015,0.0001,0.9999,0.1
6824,1,1,0.01,0.0001,0.01,0.001,0.00015,0.0001,0.9999,0.1
6825,0,0,0.1,0.0001,0.01,0.001,0.00015,0.0001,0.9999,0.1
6826,1,0,0.1,0.0001,0.01,0.001,0.00015,0.0001,0.9999,0.1
6827,0,1,0.1,0.0001,0.01,0.001,0.00015,0.0001,0.9999,0.1
6828,1,1,0.1,0.0001,0.01,0.001,0.00015,0.0001,0.9999,0.1
6829,0,0,0.001,0.001,0.01,0.001,0.00015,0.0001,0.9999,0.1
6830,1,0,0.001,0.001,0.01,0.001,0.00015,0.0001,0.9999,0.1
6831,0,1,0.001,0.001,0.01,0.001,0.00015,0.0001,0.9999,0.1
6832,1,1,0.001,0.001,0.01,0.001,0.00015,0.0001,0.9999,0.1
6833,0,0,0.01,0.001,0.01,0.001,0.00015,0.0001,0.9999,0.1
6834,1,0,0.01,0.001,0.01,0.001,0.00015,0.0001,0.9999,0.1
6835,0,1,0.01,0.001,0.01,0.001,0.00015,0.0001,0.9999,0.1
6836,1,1,0.01,0.001,0.01,0.001,0.00015,0.0001,0.9999,0.1
